language,dataset,split,ipa_char,count
sv,talbanken,dev,pf,33
sv,talbanken,dev,g,25
sv,talbanken,dev,:,21
sv,talbanken,dev,0,18
sv,talbanken,dev,(,17
sv,talbanken,dev,),17
sv,talbanken,dev,2,15
sv,talbanken,dev,;,12
sv,talbanken,dev,9,12
sv,talbanken,dev,7,10
sv,talbanken,dev,8,10
sv,talbanken,dev,5,9
sv,talbanken,dev,3,7
sv,talbanken,dev,4,5
sv,talbanken,dev,!,5
sv,talbanken,dev,/,3
sv,talbanken,dev,6,2
sv,talbanken,test,ː,21561
sv,talbanken,test,r,8433
sv,talbanken,test,n,7829
sv,talbanken,test,e,6908
sv,talbanken,test,t,6686
sv,talbanken,test,ɑ,6013
sv,talbanken,test,s,5211
sv,talbanken,test,ɛ,4870
sv,talbanken,test,d,4350
sv,talbanken,test,l,3928
sv,talbanken,test,m,3298
sv,talbanken,test,ɐ,3100
sv,talbanken,test,ɪ,2818
sv,talbanken,test,i,2601
sv,talbanken,test,v,2297
sv,talbanken,test,ɔ,2267
sv,talbanken,test,k,2235
sv,talbanken,test,u,2088
sv,talbanken,test,f,2005
sv,talbanken,test,b,1434
sv,talbanken,test,p,1433
sv,talbanken,test,o,1332
sv,talbanken,test,ɡ,1317
sv,talbanken,test,ɧ,1308
sv,talbanken,test,j,1280
sv,talbanken,test,h,1208
sv,talbanken,test,.,1116
sv,talbanken,test,ɵ,1055
sv,talbanken,test,ø,790
sv,talbanken,test,œ,660
sv,talbanken,test,ŋ,653
sv,talbanken,test,ʉ,642
sv,talbanken,test,",",620
sv,talbanken,test,ɕ,561
sv,talbanken,test,0,324
sv,talbanken,test,y,301
sv,talbanken,test,ts,252
sv,talbanken,test,ʏ,251
sv,talbanken,test,-,239
sv,talbanken,test,1,161
sv,talbanken,test,',115
sv,talbanken,test,9,98
sv,talbanken,test,g,97
sv,talbanken,test,6,92
sv,talbanken,test,2,74
sv,talbanken,test,5,70
sv,talbanken,test,7,55
sv,talbanken,test,3,53
sv,talbanken,test,(,46
sv,talbanken,test,),46
sv,talbanken,test,?,41
sv,talbanken,test,:,40
sv,talbanken,test,4,40
sv,talbanken,test,8,28
sv,talbanken,test,pf,19
sv,talbanken,test,=,16
sv,talbanken,test,!,8
sv,talbanken,test,;,8
sv,talbanken,test,/,7
sv,talbanken,test,bv,5
sv,talbanken,test,q,3
sv,talbanken,test,%,1
sv,talbanken,train,ː,70137
sv,talbanken,train,r,28102
sv,talbanken,train,n,24374
sv,talbanken,train,e,22784
sv,talbanken,train,t,22130
sv,talbanken,train,ɑ,19362
sv,talbanken,train,s,16984
sv,talbanken,train,ɛ,15750
sv,talbanken,train,d,13722
sv,talbanken,train,l,13497
sv,talbanken,train,m,10528
sv,talbanken,train,ɐ,10029
sv,talbanken,train,ɪ,9098
sv,talbanken,train,i,8894
sv,talbanken,train,k,8090
sv,talbanken,train,v,7604
sv,talbanken,train,ɔ,7447
sv,talbanken,train,f,6606
sv,talbanken,train,u,6408
sv,talbanken,train,p,4714
sv,talbanken,train,b,4689
sv,talbanken,train,j,4405
sv,talbanken,train,ɡ,4377
sv,talbanken,train,ɧ,4116
sv,talbanken,train,.,4106
sv,talbanken,train,o,3911
sv,talbanken,train,h,3772
sv,talbanken,train,ɵ,3311
sv,talbanken,train,ø,2973
sv,talbanken,train,ŋ,2339
sv,talbanken,train,ʉ,2269
sv,talbanken,train,œ,2179
sv,talbanken,train,",",2009
sv,talbanken,train,ɕ,1910
sv,talbanken,train,ts,1130
sv,talbanken,train,ʏ,1002
sv,talbanken,train,y,948
sv,talbanken,train,0,857
sv,talbanken,train,-,756
sv,talbanken,train,1,574
sv,talbanken,train,',329
sv,talbanken,train,2,276
sv,talbanken,train,:,272
sv,talbanken,train,5,269
sv,talbanken,train,9,258
sv,talbanken,train,),233
sv,talbanken,train,(,213
sv,talbanken,train,6,210
sv,talbanken,train,?,205
sv,talbanken,train,g,198
sv,talbanken,train,7,184
sv,talbanken,train,3,169
sv,talbanken,train,4,129
sv,talbanken,train,8,119
sv,talbanken,train,pf,69
sv,talbanken,train,*,61
sv,talbanken,train,/,51
sv,talbanken,train,%,35
sv,talbanken,train,!,31
sv,talbanken,train,;,31
sv,talbanken,train,q,13
sv,talbanken,train,=,12
sv,talbanken,train,+,8
sv,talbanken,train,bv,3
sv,talbanken,train,§,3
sv,talbanken,train,̀,1
sv,talbanken,train,z,1
ta,ttb,dev,a,1775
ta,ttb,dev,̪,729
ta,ttb,dev,i,664
ta,ttb,dev,u,650
ta,ttb,dev,k,582
ta,ttb,dev,t,569
ta,ttb,dev,ː,563
ta,ttb,dev,j,422
ta,ttb,dev,n,382
ta,ttb,dev,m,359
ta,ttb,dev,ɾ,329
ta,ttb,dev,p,306
ta,ttb,dev,ʈ,297
ta,ttb,dev,ʋ,266
ta,ttb,dev,l,227
ta,ttb,dev,e,213
ta,ttb,dev,t͡ʃ,200
ta,ttb,dev,r,197
ta,ttb,dev,ɭ,184
ta,ttb,dev,.,109
ta,ttb,dev,o,103
ta,ttb,dev,ɳ,71
ta,ttb,dev,ɻ,57
ta,ttb,dev,",",54
ta,ttb,dev,ŋ,38
ta,ttb,dev,s,23
ta,ttb,dev,d͡ʒ,21
ta,ttb,dev,ʂ,9
ta,ttb,dev,-,6
ta,ttb,dev,1,5
ta,ttb,dev,2,4
ta,ttb,dev,(,4
ta,ttb,dev,),4
ta,ttb,dev,0,4
ta,ttb,dev,ɲ,3
ta,ttb,dev,5,1
ta,ttb,dev,:,1
ta,ttb,dev,ஃ,1
ta,ttb,dev,8,1
ta,ttb,dev,h,1
ta,ttb,test,a,2703
ta,ttb,test,̪,1125
ta,ttb,test,i,1005
ta,ttb,test,u,984
ta,ttb,test,t,892
ta,ttb,test,ː,864
ta,ttb,test,k,824
ta,ttb,test,j,583
ta,ttb,test,ɾ,575
ta,ttb,test,n,561
ta,ttb,test,p,539
ta,ttb,test,ʈ,499
ta,ttb,test,m,474
ta,ttb,test,ʋ,446
ta,ttb,test,e,373
ta,ttb,test,l,337
ta,ttb,test,ɭ,322
ta,ttb,test,r,317
ta,ttb,test,t͡ʃ,264
ta,ttb,test,o,163
ta,ttb,test,.,153
ta,ttb,test,ɳ,133
ta,ttb,test,ɻ,67
ta,ttb,test,ŋ,56
ta,ttb,test,",",56
ta,ttb,test,0,32
ta,ttb,test,s,30
ta,ttb,test,2,26
ta,ttb,test,d͡ʒ,23
ta,ttb,test,1,16
ta,ttb,test,9,15
ta,ttb,test,-,12
ta,ttb,test,5,11
ta,ttb,test,ʂ,9
ta,ttb,test,6,9
ta,ttb,test,8,8
ta,ttb,test,4,7
ta,ttb,test,3,7
ta,ttb,test,ɲ,6
ta,ttb,test,7,6
ta,ttb,test,(,3
ta,ttb,test,),3
ta,ttb,test,h,3
ta,ttb,test,;,2
ta,ttb,test,ஃ,2
ta,ttb,test,c,1
ta,ttb,test,:,1
ta,ttb,test,ô,1
ta,ttb,test,g,1
ta,ttb,train,a,8628
ta,ttb,train,̪,3886
ta,ttb,train,i,3566
ta,ttb,train,u,3162
ta,ttb,train,t,3112
ta,ttb,train,k,3008
ta,ttb,train,ː,2617
ta,ttb,train,j,2016
ta,ttb,train,p,1827
ta,ttb,train,n,1804
ta,ttb,train,ɾ,1763
ta,ttb,train,ʈ,1724
ta,ttb,train,m,1491
ta,ttb,train,ʋ,1353
ta,ttb,train,l,1171
ta,ttb,train,e,1131
ta,ttb,train,ɭ,1025
ta,ttb,train,r,949
ta,ttb,train,t͡ʃ,827
ta,ttb,train,o,494
ta,ttb,train,.,474
ta,ttb,train,ɳ,357
ta,ttb,train,ɻ,222
ta,ttb,train,",",217
ta,ttb,train,ŋ,195
ta,ttb,train,s,123
ta,ttb,train,d͡ʒ,86
ta,ttb,train,1,67
ta,ttb,train,0,56
ta,ttb,train,-,45
ta,ttb,train,2,44
ta,ttb,train,5,31
ta,ttb,train,ʂ,27
ta,ttb,train,8,22
ta,ttb,train,9,22
ta,ttb,train,h,19
ta,ttb,train,3,18
ta,ttb,train,4,17
ta,ttb,train,6,15
ta,ttb,train,ɲ,15
ta,ttb,train,7,12
ta,ttb,train,:,10
ta,ttb,train,"""",8
ta,ttb,train,(,4
ta,ttb,train,),4
ta,ttb,train,’,3
ta,ttb,train,?,2
ta,ttb,train,ஃ,2
ta,ttb,train,‘,1
ta,ttb,train,;,1
ta,ttb,train,û,1
ta,ttb,train,|,1
th,pud,test,a,22602
th,pud,test,ː,18357
th,pud,test,t,8374
th,pud,test,ʰ,7427
th,pud,test,n,7405
th,pud,test,k,6954
th,pud,test,j,4590
th,pud,test,i,4546
th,pud,test,m,3802
th,pud,test,ŋ,3781
th,pud,test,r,3429
th,pud,test,p,3244
th,pud,test,o,3019
th,pud,test,ɔ,2659
th,pud,test,e,2418
th,pud,test,l,2293
th,pud,test,w,2290
th,pud,test,s,2276
th,pud,test,͡,1985
th,pud,test,ɕ,1985
th,pud,test,d,1709
th,pud,test,u,1707
th,pud,test,h,1685
th,pud,test,b,1673
th,pud,test,ɛ,1482
th,pud,test,ɯ,1462
th,pud,test,̯,1145
th,pud,test,ʔ,941
th,pud,test,ɤ,581
th,pud,test,f,275
th,pud,test,1,257
th,pud,test,0,244
th,pud,test,2,124
th,pud,test,ts,115
th,pud,test,9,115
th,pud,test,3,85
th,pud,test,5,71
th,pud,test,ʉ,62
th,pud,test,6,57
th,pud,test,“,56
th,pud,test,”,56
th,pud,test,8,54
th,pud,test,7,52
th,pud,test,4,50
th,pud,test,(,36
th,pud,test,),36
th,pud,test,"""",33
th,pud,test,.,31
th,pud,test,",",27
th,pud,test,-,21
th,pud,test,%,17
th,pud,test,g,10
th,pud,test,:,7
th,pud,test,‘,6
th,pud,test,’,6
th,pud,test,',5
th,pud,test,c,5
th,pud,test,y,5
th,pud,test,v,4
th,pud,test,—,2
th,pud,test,?,2
th,pud,test,/,1
th,pud,test,é,1
th,pud,test,x,1
tr,atis,dev,a,4200
tr,atis,dev,n,2903
tr,atis,dev,e,2456
tr,atis,dev,i,2177
tr,atis,dev,ɾ,1979
tr,atis,dev,l,1769
tr,atis,dev,t,1544
tr,atis,dev,u,1518
tr,atis,dev,s,1454
tr,atis,dev,d,1169
tr,atis,dev,o,1120
tr,atis,dev,',1027
tr,atis,dev,ɯ,793
tr,atis,dev,m,785
tr,atis,dev,k,674
tr,atis,dev,j,662
tr,atis,dev,ɡ,634
tr,atis,dev,ʃ,624
tr,atis,dev,b,623
tr,atis,dev,d͡ʒ,574
tr,atis,dev,t͡ʃ,565
tr,atis,dev,h,553
tr,atis,dev,v,425
tr,atis,dev,y,353
tr,atis,dev,p,311
tr,atis,dev,œ,250
tr,atis,dev,f,208
tr,atis,dev,z,168
tr,atis,dev,w,111
tr,atis,dev,ɰ,80
tr,atis,dev,ts,67
tr,atis,dev,1,48
tr,atis,dev,5,32
tr,atis,dev,2,31
tr,atis,dev,7,29
tr,atis,dev,-,24
tr,atis,dev,0,23
tr,atis,dev,.,23
tr,atis,dev,3,20
tr,atis,dev,4,18
tr,atis,dev,x,18
tr,atis,dev,8,16
tr,atis,dev,9,16
tr,atis,dev,ʒ,10
tr,atis,dev,6,7
tr,atis,dev,’,6
tr,atis,dev,q,3
tr,atis,dev,:,1
tr,atis,test,a,4394
tr,atis,test,n,2691
tr,atis,test,e,2411
tr,atis,test,i,2114
tr,atis,test,ɾ,2070
tr,atis,test,l,1856
tr,atis,test,t,1558
tr,atis,test,u,1436
tr,atis,test,s,1317
tr,atis,test,d,1213
tr,atis,test,o,1105
tr,atis,test,',960
tr,atis,test,ɯ,807
tr,atis,test,m,803
tr,atis,test,k,665
tr,atis,test,j,665
tr,atis,test,h,648
tr,atis,test,ʃ,644
tr,atis,test,b,640
tr,atis,test,ɡ,572
tr,atis,test,d͡ʒ,537
tr,atis,test,t͡ʃ,534
tr,atis,test,v,461
tr,atis,test,y,384
tr,atis,test,p,355
tr,atis,test,œ,234
tr,atis,test,f,182
tr,atis,test,z,178
tr,atis,test,w,127
tr,atis,test,ɰ,75
tr,atis,test,ts,74
tr,atis,test,1,44
tr,atis,test,0,34
tr,atis,test,-,33
tr,atis,test,.,24
tr,atis,test,5,23
tr,atis,test,3,22
tr,atis,test,2,22
tr,atis,test,8,20
tr,atis,test,6,16
tr,atis,test,9,16
tr,atis,test,x,14
tr,atis,test,7,11
tr,atis,test,4,9
tr,atis,test,ʒ,7
tr,atis,test,q,3
tr,atis,test,:,2
tr,atis,train,a,33804
tr,atis,train,n,20855
tr,atis,train,e,17705
tr,atis,train,i,15026
tr,atis,train,ɾ,14975
tr,atis,train,l,14253
tr,atis,train,t,11860
tr,atis,train,u,11027
tr,atis,train,s,10369
tr,atis,train,o,8860
tr,atis,train,d,8678
tr,atis,train,',7467
tr,atis,train,m,6016
tr,atis,train,ɯ,5766
tr,atis,train,j,5055
tr,atis,train,k,5015
tr,atis,train,b,4856
tr,atis,train,ʃ,4613
tr,atis,train,h,4556
tr,atis,train,d͡ʒ,4153
tr,atis,train,ɡ,4086
tr,atis,train,t͡ʃ,4040
tr,atis,train,v,3224
tr,atis,train,p,2662
tr,atis,train,y,2374
tr,atis,train,œ,1862
tr,atis,train,f,1555
tr,atis,train,z,1184
tr,atis,train,w,928
tr,atis,train,ɰ,588
tr,atis,train,ts,511
tr,atis,train,1,384
tr,atis,train,2,300
tr,atis,train,0,259
tr,atis,train,7,199
tr,atis,train,-,176
tr,atis,train,.,158
tr,atis,train,5,153
tr,atis,train,x,132
tr,atis,train,3,122
tr,atis,train,8,121
tr,atis,train,6,118
tr,atis,train,9,117
tr,atis,train,4,98
tr,atis,train,ʒ,69
tr,atis,train,q,24
tr,atis,train,:,7
tr,atis,train,̇,6
tr,atis,train,’,4
tr,boun,dev,a,7318
tr,boun,dev,e,5912
tr,boun,dev,i,5406
tr,boun,dev,n,4600
tr,boun,dev,ɾ,4354
tr,boun,dev,l,4073
tr,boun,dev,ɯ,3016
tr,boun,dev,k,2899
tr,boun,dev,d,2854
tr,boun,dev,m,2288
tr,boun,dev,j,2169
tr,boun,dev,t,2128
tr,boun,dev,u,2038
tr,boun,dev,s,1968
tr,boun,dev,o,1649
tr,boun,dev,b,1615
tr,boun,dev,y,1208
tr,boun,dev,ʃ,1064
tr,boun,dev,.,979
tr,boun,dev,z,969
tr,boun,dev,ɡ,801
tr,boun,dev,",",732
tr,boun,dev,t͡ʃ,727
tr,boun,dev,ɰ,697
tr,boun,dev,v,693
tr,boun,dev,h,658
tr,boun,dev,d͡ʒ,614
tr,boun,dev,œ,527
tr,boun,dev,p,514
tr,boun,dev,f,291
tr,boun,dev,"""",264
tr,boun,dev,',229
tr,boun,dev,̇,105
tr,boun,dev,1,74
tr,boun,dev,?,57
tr,boun,dev,0,52
tr,boun,dev,-,43
tr,boun,dev,9,41
tr,boun,dev,2,38
tr,boun,dev,:,38
tr,boun,dev,â,34
tr,boun,dev,ʒ,32
tr,boun,dev,3,26
tr,boun,dev,6,20
tr,boun,dev,;,19
tr,boun,dev,),19
tr,boun,dev,!,18
tr,boun,dev,4,17
tr,boun,dev,(,17
tr,boun,dev,ts,16
tr,boun,dev,7,16
tr,boun,dev,5,16
tr,boun,dev,8,15
tr,boun,dev,*,10
tr,boun,dev,w,6
tr,boun,dev,x,5
tr,boun,dev,’,2
tr,boun,dev,q,2
tr,boun,dev,û,1
tr,boun,dev,>,1
tr,boun,dev,%,1
tr,boun,test,a,7343
tr,boun,test,e,5816
tr,boun,test,i,5568
tr,boun,test,n,4721
tr,boun,test,ɾ,4490
tr,boun,test,l,4033
tr,boun,test,ɯ,3094
tr,boun,test,k,2862
tr,boun,test,d,2724
tr,boun,test,m,2231
tr,boun,test,t,2170
tr,boun,test,j,2107
tr,boun,test,u,1980
tr,boun,test,s,1919
tr,boun,test,b,1740
tr,boun,test,o,1599
tr,boun,test,y,1194
tr,boun,test,ʃ,1118
tr,boun,test,.,997
tr,boun,test,z,992
tr,boun,test,ɡ,760
tr,boun,test,t͡ʃ,722
tr,boun,test,",",704
tr,boun,test,ɰ,686
tr,boun,test,h,654
tr,boun,test,v,648
tr,boun,test,d͡ʒ,611
tr,boun,test,p,550
tr,boun,test,œ,497
tr,boun,test,f,290
tr,boun,test,',263
tr,boun,test,"""",221
tr,boun,test,̇,86
tr,boun,test,1,62
tr,boun,test,:,51
tr,boun,test,?,50
tr,boun,test,0,50
tr,boun,test,-,49
tr,boun,test,2,46
tr,boun,test,â,38
tr,boun,test,ʒ,34
tr,boun,test,;,31
tr,boun,test,6,30
tr,boun,test,5,27
tr,boun,test,!,26
tr,boun,test,9,25
tr,boun,test,(,25
tr,boun,test,),25
tr,boun,test,4,23
tr,boun,test,3,20
tr,boun,test,7,16
tr,boun,test,8,15
tr,boun,test,ts,15
tr,boun,test,w,11
tr,boun,test,x,4
tr,boun,test,/,4
tr,boun,test,q,3
tr,boun,test,dʒ,1
tr,boun,test,*,1
tr,boun,test,û,1
tr,boun,train,a,59938
tr,boun,train,e,46825
tr,boun,train,i,43961
tr,boun,train,n,38043
tr,boun,train,ɾ,35748
tr,boun,train,l,33270
tr,boun,train,ɯ,25384
tr,boun,train,k,23683
tr,boun,train,d,22588
tr,boun,train,m,18487
tr,boun,train,t,17640
tr,boun,train,j,16973
tr,boun,train,u,16559
tr,boun,train,s,15846
tr,boun,train,o,13212
tr,boun,train,b,13203
tr,boun,train,y,9612
tr,boun,train,ʃ,8771
tr,boun,train,.,8004
tr,boun,train,z,7972
tr,boun,train,ɡ,6444
tr,boun,train,",",5889
tr,boun,train,t͡ʃ,5736
tr,boun,train,ɰ,5651
tr,boun,train,h,5470
tr,boun,train,v,5246
tr,boun,train,d͡ʒ,4767
tr,boun,train,p,4401
tr,boun,train,œ,3968
tr,boun,train,f,2369
tr,boun,train,',2368
tr,boun,train,"""",2022
tr,boun,train,̇,890
tr,boun,train,1,555
tr,boun,train,-,429
tr,boun,train,0,427
tr,boun,train,:,399
tr,boun,train,?,371
tr,boun,train,2,335
tr,boun,train,ʒ,290
tr,boun,train,â,267
tr,boun,train,!,236
tr,boun,train,9,219
tr,boun,train,5,216
tr,boun,train,3,192
tr,boun,train,;,183
tr,boun,train,(,165
tr,boun,train,),163
tr,boun,train,4,156
tr,boun,train,6,150
tr,boun,train,8,140
tr,boun,train,7,116
tr,boun,train,ts,86
tr,boun,train,*,58
tr,boun,train,w,57
tr,boun,train,/,21
tr,boun,train,x,17
tr,boun,train,q,15
tr,boun,train,û,13
tr,boun,train,%,6
tr,boun,train,’,5
tr,boun,train,“,3
tr,boun,train,è,2
tr,boun,train,dʒ,2
tr,boun,train,”,2
tr,boun,train,pf,2
tr,boun,train,|,1
tr,boun,train,■,1
tr,boun,train,+,1
tr,boun,train,=,1
tr,boun,train,é,1
tr,boun,train,î,1
tr,boun,train,—,1
tr,framenet,dev,a,866
tr,framenet,dev,e,614
tr,framenet,dev,i,573
tr,framenet,dev,n,469
tr,framenet,dev,ɾ,466
tr,framenet,dev,ɯ,409
tr,framenet,dev,l,360
tr,framenet,dev,d,349
tr,framenet,dev,k,345
tr,framenet,dev,t,311
tr,framenet,dev,m,275
tr,framenet,dev,u,251
tr,framenet,dev,j,224
tr,framenet,dev,s,219
tr,framenet,dev,.,198
tr,framenet,dev,b,195
tr,framenet,dev,o,193
tr,framenet,dev,y,145
tr,framenet,dev,ʃ,137
tr,framenet,dev,z,126
tr,framenet,dev,t͡ʃ,109
tr,framenet,dev,ɡ,95
tr,framenet,dev,p,86
tr,framenet,dev,ɰ,75
tr,framenet,dev,h,71
tr,framenet,dev,d͡ʒ,69
tr,framenet,dev,v,65
tr,framenet,dev,",",56
tr,framenet,dev,œ,43
tr,framenet,dev,f,41
tr,framenet,dev,̇,10
tr,framenet,dev,â,6
tr,framenet,dev,',4
tr,framenet,dev,!,4
tr,framenet,dev,ʒ,3
tr,framenet,dev,0,2
tr,framenet,dev,5,1
tr,framenet,dev,-,1
tr,framenet,dev,/,1
tr,framenet,dev,;,1
tr,framenet,dev,1,1
tr,framenet,dev,?,1
tr,framenet,test,a,921
tr,framenet,test,e,628
tr,framenet,test,i,605
tr,framenet,test,ɾ,539
tr,framenet,test,n,521
tr,framenet,test,ɯ,450
tr,framenet,test,l,383
tr,framenet,test,k,383
tr,framenet,test,d,379
tr,framenet,test,t,295
tr,framenet,test,j,274
tr,framenet,test,m,271
tr,framenet,test,u,229
tr,framenet,test,s,216
tr,framenet,test,.,208
tr,framenet,test,o,201
tr,framenet,test,b,187
tr,framenet,test,ʃ,154
tr,framenet,test,y,144
tr,framenet,test,z,117
tr,framenet,test,t͡ʃ,113
tr,framenet,test,ɡ,88
tr,framenet,test,ɰ,88
tr,framenet,test,p,81
tr,framenet,test,h,78
tr,framenet,test,",",63
tr,framenet,test,v,63
tr,framenet,test,d͡ʒ,54
tr,framenet,test,œ,48
tr,framenet,test,f,34
tr,framenet,test,ʒ,6
tr,framenet,test,̇,5
tr,framenet,test,',5
tr,framenet,test,7,2
tr,framenet,test,0,2
tr,framenet,test,â,1
tr,framenet,test,?,1
tr,framenet,test,-,1
tr,framenet,test,8,1
tr,framenet,test,1,1
tr,framenet,test,ts,1
tr,framenet,train,a,10199
tr,framenet,train,e,7211
tr,framenet,train,i,6871
tr,framenet,train,ɾ,5795
tr,framenet,train,n,5590
tr,framenet,train,l,4778
tr,framenet,train,ɯ,4540
tr,framenet,train,k,4158
tr,framenet,train,d,4017
tr,framenet,train,t,3495
tr,framenet,train,m,3037
tr,framenet,train,j,2941
tr,framenet,train,u,2820
tr,framenet,train,o,2402
tr,framenet,train,s,2354
tr,framenet,train,.,2231
tr,framenet,train,b,2197
tr,framenet,train,y,1695
tr,framenet,train,ʃ,1660
tr,framenet,train,t͡ʃ,1238
tr,framenet,train,z,1166
tr,framenet,train,ɡ,999
tr,framenet,train,p,890
tr,framenet,train,h,886
tr,framenet,train,d͡ʒ,853
tr,framenet,train,ɰ,814
tr,framenet,train,v,707
tr,framenet,train,œ,663
tr,framenet,train,",",581
tr,framenet,train,f,444
tr,framenet,train,',78
tr,framenet,train,̇,74
tr,framenet,train,ʒ,38
tr,framenet,train,â,34
tr,framenet,train,!,32
tr,framenet,train,?,22
tr,framenet,train,ts,12
tr,framenet,train,0,11
tr,framenet,train,2,9
tr,framenet,train,1,6
tr,framenet,train,3,5
tr,framenet,train,5,5
tr,framenet,train,û,3
tr,framenet,train,;,2
tr,framenet,train,9,2
tr,framenet,train,"""",2
tr,framenet,train,bv,1
tr,framenet,train,6,1
tr,framenet,train,î,1
tr,framenet,train,%,1
tr,framenet,train,4,1
tr,gb,test,a,10346
tr,gb,test,e,7403
tr,gb,test,i,7237
tr,gb,test,ɾ,5982
tr,gb,test,n,5699
tr,gb,test,l,4559
tr,gb,test,k,4060
tr,gb,test,ɯ,4007
tr,gb,test,m,3960
tr,gb,test,d,3577
tr,gb,test,j,3417
tr,gb,test,u,2922
tr,gb,test,o,2895
tr,gb,test,t,2741
tr,gb,test,s,2652
tr,gb,test,b,2610
tr,gb,test,.,2101
tr,gb,test,ʃ,1593
tr,gb,test,z,1454
tr,gb,test,y,1383
tr,gb,test,ɡ,1197
tr,gb,test,t͡ʃ,1090
tr,gb,test,h,1000
tr,gb,test,ɰ,859
tr,gb,test,d͡ʒ,827
tr,gb,test,v,726
tr,gb,test,p,647
tr,gb,test,œ,632
tr,gb,test,’,395
tr,gb,test,f,341
tr,gb,test,?,322
tr,gb,test,",",236
tr,gb,test,̇,90
tr,gb,test,ts,29
tr,gb,test,1,28
tr,gb,test,0,28
tr,gb,test,!,25
tr,gb,test,ʒ,22
tr,gb,test,–,22
tr,gb,test,9,20
tr,gb,test,',19
tr,gb,test,…,14
tr,gb,test,8,11
tr,gb,test,-,11
tr,gb,test,2,7
tr,gb,test,5,7
tr,gb,test,3,7
tr,gb,test,â,7
tr,gb,test,—,7
tr,gb,test,“,6
tr,gb,test,”,6
tr,gb,test,4,5
tr,gb,test,:,4
tr,gb,test,7,3
tr,gb,test,6,2
tr,gb,test,w,2
tr,gb,test,%,1
tr,gb,test,;,1
tr,gb,test,‘,1
tr,imst,dev,a,6222
tr,imst,dev,e,4712
tr,imst,dev,i,4482
tr,imst,dev,n,3883
tr,imst,dev,ɾ,3606
tr,imst,dev,l,3336
tr,imst,dev,ɯ,2934
tr,imst,dev,k,2657
tr,imst,dev,d,2465
tr,imst,dev,m,2063
tr,imst,dev,j,1931
tr,imst,dev,u,1754
tr,imst,dev,t,1752
tr,imst,dev,s,1537
tr,imst,dev,o,1492
tr,imst,dev,b,1388
tr,imst,dev,.,1230
tr,imst,dev,ʃ,956
tr,imst,dev,y,886
tr,imst,dev,z,760
tr,imst,dev,ɡ,729
tr,imst,dev,",",680
tr,imst,dev,ɰ,642
tr,imst,dev,t͡ʃ,630
tr,imst,dev,d͡ʒ,534
tr,imst,dev,v,480
tr,imst,dev,h,449
tr,imst,dev,p,430
tr,imst,dev,œ,424
tr,imst,dev,f,233
tr,imst,dev,',190
tr,imst,dev,?,58
tr,imst,dev,"""",58
tr,imst,dev,̇,49
tr,imst,dev,!,33
tr,imst,dev,ʒ,26
tr,imst,dev,;,18
tr,imst,dev,(,16
tr,imst,dev,),14
tr,imst,dev,-,14
tr,imst,dev,:,14
tr,imst,dev,ts,11
tr,imst,dev,9,4
tr,imst,dev,0,3
tr,imst,dev,w,3
tr,imst,dev,â,2
tr,imst,dev,2,2
tr,imst,dev,1,1
tr,imst,dev,7,1
tr,imst,test,a,5537
tr,imst,test,e,4556
tr,imst,test,i,4244
tr,imst,test,n,3673
tr,imst,test,ɾ,3501
tr,imst,test,l,2808
tr,imst,test,ɯ,2625
tr,imst,test,d,2400
tr,imst,test,k,2284
tr,imst,test,m,2065
tr,imst,test,j,1809
tr,imst,test,u,1720
tr,imst,test,t,1538
tr,imst,test,s,1409
tr,imst,test,b,1376
tr,imst,test,.,1362
tr,imst,test,o,1301
tr,imst,test,ʃ,910
tr,imst,test,y,903
tr,imst,test,z,799
tr,imst,test,ɡ,653
tr,imst,test,",",577
tr,imst,test,t͡ʃ,574
tr,imst,test,h,530
tr,imst,test,ɰ,470
tr,imst,test,d͡ʒ,427
tr,imst,test,v,415
tr,imst,test,p,395
tr,imst,test,œ,347
tr,imst,test,',172
tr,imst,test,f,156
tr,imst,test,?,65
tr,imst,test,-,63
tr,imst,test,"""",54
tr,imst,test,̇,45
tr,imst,test,!,38
tr,imst,test,:,20
tr,imst,test,ts,18
tr,imst,test,;,16
tr,imst,test,ʒ,12
tr,imst,test,0,3
tr,imst,test,w,3
tr,imst,test,(,3
tr,imst,test,),3
tr,imst,test,2,3
tr,imst,test,x,3
tr,imst,test,7,1
tr,imst,test,q,1
tr,imst,test,8,1
tr,imst,test,6,1
tr,imst,test,3,1
tr,imst,train,a,22204
tr,imst,train,e,17132
tr,imst,train,i,16659
tr,imst,train,n,13928
tr,imst,train,ɾ,12839
tr,imst,train,l,11856
tr,imst,train,ɯ,9278
tr,imst,train,d,8787
tr,imst,train,k,8574
tr,imst,train,m,7177
tr,imst,train,j,6608
tr,imst,train,u,6280
tr,imst,train,t,6204
tr,imst,train,s,5510
tr,imst,train,b,5369
tr,imst,train,o,5197
tr,imst,train,.,3591
tr,imst,train,y,3317
tr,imst,train,ʃ,3235
tr,imst,train,z,2998
tr,imst,train,ɡ,2423
tr,imst,train,",",2286
tr,imst,train,ɰ,2146
tr,imst,train,t͡ʃ,1995
tr,imst,train,d͡ʒ,1888
tr,imst,train,v,1830
tr,imst,train,h,1809
tr,imst,train,p,1667
tr,imst,train,œ,1530
tr,imst,train,f,774
tr,imst,train,',643
tr,imst,train,̇,235
tr,imst,train,"""",210
tr,imst,train,?,148
tr,imst,train,:,127
tr,imst,train,ʒ,98
